,file,index,rt,pacmanPos,pacman_dir,level_0_y,first_pos,next_eat_rwd_fill,dis
0,1-1-Omega-02-Aug-2019-1.csv,7.0,128.0,"(7, 27)",left,7613,"(13, 27)","(8, 24)",4.0
1,1-5-Omega-03-Jun-2019-1.csv,8.0,79.0,"(7, 27)",left,49165,"(13, 27)","(5, 12)",17.0
2,1-7-Omega-04-Jul-2019-1.csv,7.0,11.0,"(7, 27)",left,70703,"(10, 27)","(5, 30)",5.0
3,1-4-Omega-04-Jun-2019-1.csv,7.0,-36.0,"(7, 27)",left,78606,"(13, 27)","(13, 9)",24.0
4,1-3-Omega-05-Aug-2019-1.csv,7.0,136.0,"(7, 27)",left,85555,"(13, 27)","(8, 24)",4.0
5,1-5-Omega-05-Aug-2019-1.csv,7.0,52.0,"(7, 27)",left,87730,"(13, 27)","(5, 12)",17.0
6,1-4-Omega-06-Aug-2019-1.csv,8.0,-18.0,"(7, 27)",left,118112,"(10, 27)","(3, 30)",7.0
7,1-4-Omega-10-Jun-2019-1.csv,8.0,55.0,"(7, 27)",left,148995,"(13, 27)","(3, 5)",26.0
8,1-7-Omega-11-Jun-2019-1.csv,7.0,137.0,"(7, 27)",left,159915,"(13, 27)","(4, 30)",6.0
9,1-8-Omega-11-Jun-2019-1.csv,7.0,-28.0,"(7, 27)",left,161235,"(13, 27)",,
10,1-6-Omega-13-Aug-2019-1.csv,7.0,-18.0,"(7, 27)",left,181532,"(13, 27)",,
11,1-9-Omega-16-Jul-2019-1.csv,8.0,131.0,"(7, 27)",left,242191,"(13, 27)","(3, 9)",22.0
12,1-4-Omega-16-Jun-2019-1.csv,7.0,127.0,"(7, 27)",left,251340,"(13, 27)","(8, 24)",4.0
13,1-5-Omega-17-Jul-2019-1.csv,7.0,129.0,"(7, 27)",left,261143,"(13, 27)","(4, 24)",6.0
14,1-3-Omega-17-Jun-2019-1.csv,7.0,58.0,"(7, 27)",left,270194,"(13, 27)","(4, 12)",18.0
15,1-6-Omega-17-Jun-2019-1.csv,7.0,138.0,"(7, 27)",left,272642,"(13, 27)","(9, 9)",20.0
16,1-4-Omega-19-Jun-2019-3.csv,8.0,32.0,"(7, 27)",left,313366,"(13, 27)","(9, 9)",20.0
17,1-5-Omega-21-Jun-2019-1.csv,7.0,131.0,"(7, 27)",left,338109,"(13, 27)","(6, 12)",16.0
18,1-6-Omega-21-Jun-2019-1.csv,7.0,-4.0,"(7, 27)",left,339176,"(13, 27)","(6, 9)",19.0
19,1-3-Omega-25-Jun-2019-1.csv,7.0,134.0,"(7, 27)",left,391081,"(13, 27)","(7, 11)",16.0
20,1-4-Omega-26-Aug-2019-1.csv,7.0,51.0,"(7, 27)",left,401826,"(13, 27)","(7, 22)",5.0
21,1-6-Omega-26-Aug-2019-1.csv,7.0,65.0,"(7, 27)",left,404055,"(13, 27)","(7, 8)",19.0
22,1-2-Omega-28-May-2019-1.csv,7.0,34.0,"(7, 27)",left,441268,"(13, 27)","(7, 7)",20.0
23,1-3-Omega-29-Jul-2019-1.csv,13.0,41.0,"(7, 27)",left,462446,"(10, 27)","(7, 9)",18.0
24,1-4-Omega-31-Jul-2019-1.csv,7.0,74.0,"(7, 27)",left,496972,"(13, 27)","(6, 12)",16.0
25,1-5-Omega-31-Jul-2019-1.csv,7.0,60.0,"(7, 27)",left,498153,"(13, 27)","(6, 9)",19.0
26,10-5-Omega-01-Aug-2019-2.csv,7.0,21.0,"(7, 27)",left,508667,"(13, 27)",,
27,10-4-Omega-02-Aug-2019-1.csv,8.0,103.0,"(7, 27)",left,527639,"(13, 27)",,
28,10-4-Omega-02-Jun-2019-2.csv,8.0,12.0,"(7, 27)",left,544053,"(13, 27)","(7, 13)",14.0
29,10-4-Omega-03-Jun-2019-1.csv,8.0,81.0,"(7, 27)",left,564208,"(13, 27)",,
30,10-4-Omega-04-Jul-2019-1.csv,8.0,2.0,"(7, 27)",left,584184,"(13, 27)","(7, 23)",4.0
31,10-2-Omega-05-Sep-2019-1.csv,6.0,-21.0,"(7, 27)",left,617558,"(10, 27)","(7, 30)",3.0
32,10-3-Omega-06-Jun-2019-1.csv,7.0,105.0,"(7, 27)",left,633921,"(13, 27)","(6, 18)",10.0
33,10-6-Omega-10-Jun-2019-1.csv,8.0,83.0,"(7, 27)",left,658851,"(13, 27)","(7, 8)",19.0
34,10-5-Omega-13-Aug-2019-1.csv,7.0,133.0,"(7, 27)",left,695702,"(13, 27)","(9, 24)",5.0
35,10-2-Omega-15-Aug-2019-1.csv,7.0,122.0,"(7, 27)",left,722579,"(13, 27)","(8, 24)",4.0
36,10-3-Omega-15-Jul-2019-1.csv,7.0,6.0,"(7, 27)",left,736172,"(13, 27)","(8, 9)",19.0
37,10-6-Omega-15-Jul-2019-1.csv,8.0,-9.0,"(7, 27)",left,739357,"(13, 27)","(2, 29)",9.0
38,10-2-Omega-16-Jul-2019-1.csv,7.0,136.0,"(7, 27)",left,766480,"(13, 27)","(6, 24)",4.0
39,10-9-Omega-17-Jul-2019-1.csv,7.0,-38.0,"(7, 27)",left,787474,"(10, 27)","(2, 29)",9.0
40,10-5-Omega-17-Jun-2019-1.csv,7.0,14.0,"(7, 27)",left,798611,"(10, 27)",,
41,10-6-Omega-19-Aug-2019-1.csv,8.0,113.0,"(7, 27)",left,819398,"(13, 27)","(7, 8)",19.0
42,10-3-Omega-20-Aug-2019-1.csv,8.0,-24.0,"(7, 27)",left,837298,"(13, 27)","(3, 24)",7.0
43,10-1-Omega-22-Jul-2019-1.csv,258.0,-30.0,"(7, 27)",left,875629,"(13, 27)","(5, 24)",5.0
44,10-4-Omega-24-Jun-2019-1.csv,7.0,17.0,"(7, 27)",left,896906,"(10, 27)","(6, 30)",4.0
45,10-3-Omega-25-Jun-2019-1.csv,7.0,138.0,"(7, 27)",left,913464,"(13, 27)","(8, 24)",4.0
46,10-6-Omega-25-Jun-2019-1.csv,7.0,31.0,"(7, 27)",left,917241,"(13, 27)","(2, 6)",26.0
47,10-3-Omega-26-Jul-2019-1.csv,8.0,-3.0,"(7, 27)",left,934026,"(13, 27)","(7, 8)",19.0
48,10-5-Omega-27-Jun-2019-1.csv,13.0,22.0,"(7, 27)",left,948637,"(10, 27)",,
49,10-4-Omega-28-Aug-2019-1.csv,7.0,-23.0,"(7, 27)",left,958757,"(13, 27)","(3, 24)",7.0
50,10-2-Omega-28-May-2019-1.csv,7.0,132.0,"(7, 27)",left,967570,"(13, 27)","(8, 24)",4.0
51,10-3-Omega-28-May-2019-1.csv,7.0,-15.0,"(7, 27)",left,968504,"(13, 27)","(6, 24)",4.0
52,10-5-Omega-29-Aug-2019-1.csv,7.0,78.0,"(7, 27)",left,980236,"(13, 27)","(2, 26)",10.0
53,10-6-Omega-29-Jul-2019-1.csv,8.0,26.0,"(7, 27)",left,989716,"(13, 27)","(7, 11)",16.0
54,10-8-Omega-29-Jul-2019-1.csv,8.0,80.0,"(7, 27)",left,992038,"(13, 27)",,
55,10-5-Omega-30-Aug-2019-1.csv,7.0,-10.0,"(7, 27)",left,1001083,"(10, 27)","(3, 30)",7.0
56,11-1-Omega-03-Jun-2019-1.csv,50.0,21.0,"(7, 27)",left,1082566,"(10, 27)","(7, 21)",6.0
57,11-2-Omega-03-Jun-2019-1.csv,8.0,23.0,"(7, 27)",left,1085965,"(13, 27)","(5, 24)",5.0
58,11-4-Omega-04-Jul-2019-1.csv,8.0,2.0,"(7, 27)",left,1108114,"(10, 27)","(6, 30)",4.0
59,11-3-Omega-05-Aug-2019-1.csv,7.0,27.0,"(7, 27)",left,1123191,"(13, 27)","(2, 12)",20.0
60,11-5-Omega-05-Sep-2019-1.csv,7.0,42.0,"(7, 27)",left,1144038,"(13, 27)","(6, 12)",16.0
61,11-2-Omega-11-Jun-2019-1.csv,9.0,137.0,"(7, 27)",left,1185336,"(13, 27)","(7, 19)",8.0
62,11-4-Omega-12-Aug-2019-1.csv,7.0,132.0,"(7, 27)",left,1201057,"(13, 27)","(7, 19)",8.0
63,11-3-Omega-15-Jul-2019-1.csv,7.0,-27.0,"(7, 27)",left,1253672,"(13, 27)","(4, 24)",6.0
64,11-6-Omega-16-Jul-2019-1.csv,7.0,37.0,"(7, 27)",left,1287413,"(13, 27)","(4, 5)",25.0
65,11-6-Omega-17-Jul-2019-1.csv,8.0,28.0,"(7, 27)",left,1312045,"(13, 27)",,
66,11-3-Omega-17-Jun-2019-1.csv,8.0,124.0,"(7, 27)",left,1316238,"(13, 27)","(5, 12)",17.0
67,11-7-Omega-18-Jul-2019-2.csv,7.0,36.0,"(7, 27)",left,1332731,"(13, 27)","(10, 9)",21.0
68,11-6-Omega-19-Jun-2019-3.csv,7.0,-35.0,"(7, 27)",left,1352787,"(10, 27)",,
69,11-4-Omega-20-Aug-2019-1.csv,7.0,-40.0,"(7, 27)",left,1360733,"(13, 27)","(3, 12)",19.0
70,11-2-Omega-21-Jun-2019-1.csv,7.0,47.0,"(7, 27)",left,1374145,"(13, 27)","(7, 22)",5.0
71,11-8-Omega-21-Jun-2019-1.csv,9.0,17.0,"(7, 27)",left,1382883,"(13, 27)","(4, 24)",6.0
72,11-3-Omega-22-Jul-2019-1.csv,108.0,88.0,"(7, 27)",left,1403143,"(13, 27)","(8, 24)",4.0
73,11-6-Omega-25-Jun-2019-1.csv,8.0,2.0,"(7, 27)",left,1445270,"(13, 27)",,
74,11-3-Omega-26-Jul-2019-1.csv,8.0,52.0,"(7, 27)",left,1461292,"(10, 27)","(5, 30)",5.0
75,11-2-Omega-27-Jun-2019-1.csv,8.0,49.0,"(7, 27)",left,1467602,"(13, 27)","(7, 21)",6.0
76,11-4-Omega-29-Jul-2019-1.csv,7.0,98.0,"(7, 27)",left,1509504,"(13, 27)",,
77,11-4-Omega-30-Aug-2019-1.csv,7.0,29.0,"(7, 27)",left,1518169,"(13, 27)","(5, 9)",20.0
78,11-7-Omega-30-Aug-2019-1.csv,6.0,-16.0,"(7, 27)",left,1521672,"(10, 27)",,
79,11-4-Omega-30-Jun-2019-1.csv,7.0,64.0,"(7, 27)",left,1529536,"(13, 27)","(9, 9)",20.0
80,12-2-Omega-02-Jul-2019-1.csv,8.0,65.0,"(7, 27)",left,1571410,"(13, 27)","(7, 21)",6.0
81,12-3-Omega-02-Jun-2019-2.csv,25.0,21.0,"(7, 27)",left,1582619,"(10, 27)","(5, 18)",11.0
82,12-4-Omega-02-Jun-2019-2.csv,7.0,12.0,"(7, 27)",left,1583548,"(13, 27)","(7, 11)",16.0
83,12-3-Omega-02-Sep-2019-2.csv,30.0,30.0,"(7, 27)",left,1593117,"(10, 27)","(7, 20)",7.0
84,12-4-Omega-02-Sep-2019-2.csv,7.0,-30.0,"(7, 27)",left,1595943,"(10, 27)",,
85,12-2-Omega-04-Jul-2019-1.csv,7.0,132.0,"(7, 27)",left,1621518,"(13, 27)","(6, 24)",4.0
86,12-3-Omega-04-Jul-2019-1.csv,9.0,-21.0,"(7, 27)",left,1622271,"(13, 27)","(5, 5)",24.0
87,12-4-Omega-05-Jul-2019-1.csv,8.0,7.0,"(7, 27)",left,1653904,"(13, 27)","(6, 24)",4.0
88,12-5-Omega-05-Jul-2019-1.csv,8.0,-29.0,"(7, 27)",left,1654690,"(13, 27)","(3, 12)",19.0
89,12-9-Omega-05-Jul-2019-1.csv,7.0,-39.0,"(7, 27)",left,1659235,"(10, 27)",,
90,12-5-Omega-10-Jun-2019-1.csv,7.0,49.0,"(7, 27)",left,1710867,"(13, 27)",,
91,12-3-Omega-13-Aug-2019-1.csv,7.0,41.0,"(7, 27)",left,1735693,"(13, 27)","(7, 22)",5.0
92,12-4-Omega-14-Aug-2019-1.csv,7.0,-5.0,"(7, 27)",left,1757952,"(13, 27)","(2, 11)",21.0
93,12-7-Omega-16-Aug-2019-1.csv,8.0,3.0,"(7, 27)",left,1795870,"(10, 27)","(6, 30)",4.0
94,12-3-Omega-16-Jul-2019-1.csv,8.0,25.0,"(7, 27)",left,1802367,"(13, 27)","(7, 21)",6.0
95,12-4-Omega-16-Jun-2019-1.csv,7.0,30.0,"(7, 27)",left,1813807,"(13, 27)","(5, 9)",20.0
96,12-5-Omega-17-Jul-2019-1.csv,8.0,57.0,"(7, 27)",left,1825388,"(13, 27)","(6, 24)",4.0
97,12-4-Omega-17-Jun-2019-1.csv,8.0,98.0,"(7, 27)",left,1836407,"(13, 27)",,
98,12-3-Omega-22-Jul-2019-1.csv,9.0,28.0,"(7, 27)",left,1911556,"(13, 27)","(5, 12)",17.0
99,12-4-Omega-23-Jul-2019-3.csv,7.0,-24.0,"(7, 27)",left,1923125,"(13, 27)","(4, 24)",6.0
100,12-3-Omega-24-Jun-2019-1.csv,7.0,22.0,"(7, 27)",left,1931920,"(13, 27)","(7, 20)",7.0
101,12-5-Omega-24-Jun-2019-1.csv,7.0,1.0,"(7, 27)",left,1935768,"(13, 27)","(2, 25)",9.0
102,12-2-Omega-26-Jul-2019-1.csv,7.0,5.0,"(7, 27)",left,1965507,"(13, 27)","(7, 20)",7.0
103,12-4-Omega-26-Jul-2019-1.csv,7.0,105.0,"(7, 27)",left,1969045,"(13, 27)","(7, 10)",17.0
104,12-3-Omega-28-May-2019-1.csv,8.0,95.0,"(7, 27)",left,1998085,"(13, 27)","(11, 9)",22.0
105,13-7-Omega-01-Aug-2019-2.csv,7.0,-1.0,"(7, 27)",left,2061355,"(13, 27)","(3, 24)",7.0
106,13-5-Omega-02-Jul-2019-1.csv,7.0,-27.0,"(7, 27)",left,2087566,"(10, 27)","(7, 30)",3.0
107,13-2-Omega-03-Jun-2019-1.csv,49.0,-20.0,"(7, 27)",left,2115694,"(10, 27)","(5, 30)",5.0
108,13-3-Omega-04-Jul-2019-1.csv,9.0,23.0,"(7, 27)",left,2135976,"(13, 27)","(4, 12)",18.0
109,13-4-Omega-04-Jun-2019-1.csv,8.0,-37.0,"(7, 27)",left,2147577,"(13, 27)","(10, 5)",25.0
110,13-3-Omega-05-Jul-2019-1.csv,8.0,4.0,"(7, 27)",left,2163323,"(13, 27)","(6, 12)",16.0
111,13-4-Omega-05-Sep-2019-1.csv,7.0,-14.0,"(7, 27)",left,2175095,"(13, 27)","(4, 12)",18.0
112,13-7-Omega-05-Sep-2019-1.csv,7.0,-26.0,"(7, 27)",left,2178843,"(10, 27)","(5, 30)",5.0
113,13-5-Omega-06-Jun-2019-1.csv,7.0,136.0,"(7, 27)",left,2197649,"(13, 27)","(5, 12)",17.0
114,13-5-Omega-09-Jul-2019-1.csv,7.0,133.0,"(7, 27)",left,2207764,"(13, 27)","(5, 5)",24.0
115,13-4-Omega-10-Jun-2019-1.csv,7.0,24.0,"(7, 27)",left,2217937,"(13, 27)","(10, 5)",25.0
116,13-3-Omega-12-Aug-2019-1.csv,8.0,23.0,"(7, 27)",left,2235848,"(13, 27)","(5, 24)",5.0
117,13-2-Omega-15-Aug-2019-1.csv,46.0,-25.0,"(7, 27)",left,2276185,"(10, 27)","(4, 30)",6.0
118,13-3-Omega-16-Jun-2019-1.csv,8.0,31.0,"(7, 27)",left,2319388,"(13, 27)","(6, 24)",4.0
119,13-4-Omega-17-Jul-2019-1.csv,7.0,65.0,"(7, 27)",left,2333846,"(13, 27)","(7, 21)",6.0
120,13-6-Omega-17-Jul-2019-1.csv,7.0,17.0,"(7, 27)",left,2335891,"(13, 27)","(4, 24)",6.0
121,13-7-Omega-19-Jun-2019-3.csv,7.0,51.0,"(7, 27)",left,2377829,"(10, 27)","(2, 29)",9.0
122,13-3-Omega-21-Aug-2019-1.csv,8.0,47.0,"(7, 27)",left,2397717,"(13, 27)","(6, 12)",16.0
123,13-3-Omega-21-Jun-2019-1.csv,7.0,13.0,"(7, 27)",left,2408802,"(13, 27)","(5, 24)",5.0
124,13-3-Omega-22-Aug-2019-1.csv,58.0,13.0,"(7, 27)",left,2417105,"(10, 27)","(4, 24)",6.0
125,13-4-Omega-23-Jul-2019-3.csv,8.0,69.0,"(7, 27)",left,2436347,"(13, 27)","(9, 9)",20.0
126,13-2-Omega-25-Jun-2019-1.csv,32.0,13.0,"(7, 27)",left,2464376,"(10, 27)","(7, 22)",5.0
127,13-3-Omega-28-May-2019-1.csv,8.0,99.0,"(7, 27)",left,2513461,"(13, 27)","(7, 7)",20.0
128,13-3-Omega-29-Aug-2019-1.csv,7.0,46.0,"(7, 27)",left,2522114,"(13, 27)","(3, 9)",22.0
129,14-3-Omega-01-Jun-2019-1.csv,7.0,25.0,"(7, 27)",left,2577411,"(10, 27)",,
130,14-7-Omega-02-Aug-2019-1.csv,7.0,-51.0,"(7, 27)",left,2587139,"(13, 27)",,
131,14-3-Omega-02-Jul-2019-1.csv,7.0,-41.0,"(7, 27)",left,2591989,"(13, 27)","(6, 24)",4.0
132,14-5-Omega-02-Jun-2019-2.csv,7.0,77.0,"(7, 27)",left,2602680,"(13, 27)","(7, 20)",7.0
133,14-4-Omega-03-Jun-2019-1.csv,7.0,14.0,"(7, 27)",left,2620581,"(13, 27)",,
134,14-2-Omega-04-Jul-2019-1.csv,8.0,-13.0,"(7, 27)",left,2635997,"(13, 27)","(6, 24)",4.0
135,14-6-Omega-04-Jul-2019-1.csv,8.0,42.0,"(7, 27)",left,2640186,"(13, 27)","(3, 12)",19.0
136,14-5-Omega-04-Jun-2019-1.csv,7.0,11.0,"(7, 27)",left,2650581,"(13, 27)",,
137,14-4-Omega-06-Aug-2019-1.csv,7.0,-37.0,"(7, 27)",left,2685729,"(13, 27)","(5, 9)",20.0
138,14-3-Omega-09-Jul-2019-1.csv,8.0,97.0,"(7, 27)",left,2702865,"(13, 27)","(4, 12)",18.0
139,14-6-Omega-10-Jun-2019-1.csv,7.0,136.0,"(7, 27)",left,2714952,"(13, 27)","(10, 10)",22.0
140,14-7-Omega-11-Jun-2019-1.csv,8.0,-23.0,"(7, 27)",left,2727979,"(13, 27)",,
141,14-3-Omega-12-Aug-2019-1.csv,8.0,95.0,"(7, 27)",left,2734829,"(13, 27)","(5, 12)",17.0
142,14-4-Omega-12-Aug-2019-1.csv,9.0,-21.0,"(7, 27)",left,2737029,"(10, 27)",,
143,14-4-Omega-13-Aug-2019-1.csv,8.0,-6.0,"(7, 27)",left,2742833,"(13, 27)","(6, 12)",16.0
144,14-5-Omega-13-Aug-2019-1.csv,7.0,134.0,"(7, 27)",left,2745971,"(13, 27)",,
145,14-3-Omega-15-Aug-2019-1.csv,8.0,15.0,"(7, 27)",left,2775852,"(13, 27)","(5, 24)",5.0
146,14-4-Omega-16-Jul-2019-1.csv,7.0,-58.0,"(7, 27)",left,2813565,"(10, 27)",,
147,14-4-Omega-18-Jul-2019-2.csv,8.0,52.0,"(7, 27)",left,2840590,"(13, 27)","(5, 12)",17.0
148,14-6-Omega-18-Jul-2019-2.csv,7.0,41.0,"(7, 27)",left,2843647,"(13, 27)","(5, 9)",20.0
149,14-4-Omega-19-Aug-2019-1.csv,7.0,56.0,"(7, 27)",left,2853072,"(13, 27)","(5, 24)",5.0
150,14-4-Omega-19-Jun-2019-3.csv,30.0,-29.0,"(7, 27)",left,2864184,"(10, 27)","(4, 24)",6.0
151,14-6-Omega-20-Aug-2019-1.csv,7.0,11.0,"(7, 27)",left,2876041,"(10, 27)",,
152,14-3-Omega-21-Jun-2019-1.csv,7.0,16.0,"(7, 27)",left,2891903,"(13, 27)","(6, 24)",4.0
153,14-4-Omega-21-Jun-2019-1.csv,8.0,83.0,"(7, 27)",left,2894419,"(13, 27)","(7, 21)",6.0
154,14-4-Omega-22-Aug-2019-1.csv,29.0,-6.0,"(7, 27)",left,2903956,"(10, 27)","(5, 30)",5.0
155,14-4-Omega-23-Jul-2019-3.csv,8.0,20.0,"(7, 27)",left,2916428,"(13, 27)",,
156,14-4-Omega-25-Jun-2019-1.csv,7.0,51.0,"(7, 27)",left,2943552,"(13, 27)","(8, 24)",4.0
157,14-4-Omega-27-Jun-2019-1.csv,9.0,-3.0,"(7, 27)",left,2971749,"(13, 27)","(2, 12)",20.0
158,14-6-Omega-29-Jul-2019-1.csv,9.0,19.0,"(7, 27)",left,3015532,"(10, 27)","(6, 30)",4.0
159,14-5-Omega-31-Jul-2019-1.csv,7.0,-21.0,"(7, 27)",left,3048010,"(10, 27)",,
160,15-2-Omega-02-Aug-2019-1.csv,8.0,7.0,"(7, 27)",left,3061151,"(10, 27)","(6, 30)",4.0
161,15-4-Omega-02-Aug-2019-1.csv,7.0,33.0,"(7, 27)",left,3062364,"(13, 27)","(5, 5)",24.0
162,15-5-Omega-05-Aug-2019-1.csv,8.0,50.0,"(7, 27)",left,3124714,"(13, 27)","(7, 7)",20.0
163,15-4-Omega-06-Jun-2019-1.csv,7.0,134.0,"(7, 27)",left,3159690,"(13, 27)","(7, 17)",10.0
164,15-6-Omega-09-Jul-2019-1.csv,7.0,-27.0,"(7, 27)",left,3173172,"(10, 27)",,
165,15-1-Omega-12-Aug-2019-1.csv,61.0,39.0,"(7, 27)",left,3195738,"(10, 27)","(7, 20)",7.0
166,15-6-Omega-15-Jun-2019-1.csv,7.0,-1.0,"(7, 27)",left,3250275,"(13, 27)","(7, 11)",16.0
167,15-4-Omega-16-Jul-2019-1.csv,7.0,-16.0,"(7, 27)",left,3268483,"(13, 27)","(7, 8)",19.0
168,15-5-Omega-16-Jul-2019-1.csv,7.0,74.0,"(7, 27)",left,3270185,"(13, 27)",,
169,15-3-Omega-16-Jun-2019-1.csv,7.0,70.0,"(7, 27)",left,3274210,"(13, 27)","(7, 22)",5.0
170,15-4-Omega-16-Jun-2019-1.csv,6.0,-45.0,"(7, 27)",left,3277078,"(10, 27)","(6, 30)",4.0
171,15-2-Omega-19-Jun-2019-3.csv,7.0,-26.0,"(7, 27)",left,3326077,"(13, 27)","(7, 20)",7.0
172,15-3-Omega-19-Jun-2019-3.csv,18.0,-37.0,"(7, 27)",left,3331915,"(10, 27)","(2, 10)",22.0
173,15-2-Omega-20-Aug-2019-1.csv,7.0,9.0,"(7, 27)",left,3339040,"(13, 27)","(4, 12)",18.0
174,15-2-Omega-23-Jul-2019-3.csv,7.0,60.0,"(7, 27)",left,3381965,"(13, 27)","(5, 12)",17.0
175,15-6-Omega-23-Jul-2019-3.csv,7.0,100.0,"(7, 27)",left,3388098,"(13, 27)",,
176,15-2-Omega-24-Jun-2019-1.csv,84.0,95.0,"(7, 27)",left,3394720,"(13, 27)","(8, 24)",4.0
177,15-5-Omega-24-Jun-2019-1.csv,7.0,-25.0,"(7, 27)",left,3398834,"(10, 27)",,
178,15-4-Omega-25-Jun-2019-1.csv,7.0,34.0,"(7, 27)",left,3404711,"(13, 27)","(7, 23)",4.0
179,15-4-Omega-26-Aug-2019-1.csv,9.0,3.0,"(7, 27)",left,3415105,"(13, 27)","(7, 10)",17.0
180,15-4-Omega-28-May-2019-1.csv,7.0,102.0,"(7, 27)",left,3449854,"(13, 27)","(4, 18)",12.0
181,15-3-Omega-29-Aug-2019-1.csv,7.0,-50.0,"(7, 27)",left,3463363,"(10, 27)",,
182,16-3-Omega-02-Jun-2019-2.csv,7.0,100.0,"(7, 27)",left,3535579,"(13, 27)","(6, 24)",4.0
183,16-1-Omega-02-Sep-2019-2.csv,315.0,-31.0,"(7, 27)",left,3545392,"(10, 27)","(3, 30)",7.0
184,16-3-Omega-04-Jul-2019-1.csv,9.0,-5.0,"(7, 27)",left,3571083,"(13, 27)","(7, 22)",5.0
185,16-6-Omega-04-Jul-2019-1.csv,7.0,-12.0,"(7, 27)",left,3574294,"(13, 27)","(2, 8)",24.0
186,16-2-Omega-05-Jul-2019-1.csv,9.0,-18.0,"(7, 27)",left,3600191,"(13, 27)","(5, 12)",17.0
187,16-4-Omega-06-Aug-2019-1.csv,7.0,-7.0,"(7, 27)",left,3621345,"(13, 27)","(7, 10)",17.0
188,16-3-Omega-06-Jun-2019-1.csv,8.0,85.0,"(7, 27)",left,3630680,"(13, 27)","(7, 11)",16.0
189,16-4-Omega-06-Jun-2019-1.csv,8.0,65.0,"(7, 27)",left,3632965,"(13, 27)",,
190,16-5-Omega-11-Jun-2019-1.csv,8.0,55.0,"(7, 27)",left,3661954,"(13, 27)",,
191,16-7-Omega-12-Aug-2019-1.csv,7.0,-19.0,"(7, 27)",left,3674275,"(10, 27)",,
192,16-3-Omega-13-Jun-2019-1.csv,8.0,-36.0,"(7, 27)",left,3690381,"(13, 27)","(13, 8)",25.0
193,16-4-Omega-14-Aug-2019-1.csv,17.0,29.0,"(7, 27)",left,3700902,"(10, 27)","(6, 30)",4.0
194,16-4-Omega-15-Aug-2019-1.csv,8.0,-21.0,"(7, 27)",left,3712869,"(13, 27)","(3, 24)",7.0
195,16-3-Omega-15-Jul-2019-1.csv,7.0,-50.0,"(7, 27)",left,3721300,"(10, 27)","(2, 29)",9.0
196,16-2-Omega-17-Jul-2019-1.csv,8.0,11.0,"(7, 27)",left,3771786,"(13, 27)","(3, 12)",19.0
197,16-5-Omega-19-Aug-2019-1.csv,8.0,94.0,"(7, 27)",left,3803415,"(13, 27)","(5, 9)",20.0
198,16-1-Omega-20-Aug-2019-1.csv,7.0,-36.0,"(7, 27)",left,3814449,"(13, 27)","(6, 24)",4.0
199,16-4-Omega-22-Aug-2019-1.csv,7.0,-57.0,"(7, 27)",left,3851927,"(13, 27)",,
200,16-4-Omega-22-Jul-2019-1.csv,8.0,-26.0,"(7, 27)",left,3860852,"(13, 27)","(3, 24)",7.0
201,16-3-Omega-23-Jul-2019-3.csv,7.0,105.0,"(7, 27)",left,3873128,"(13, 27)",,
202,16-4-Omega-24-Jun-2019-1.csv,7.0,43.0,"(7, 27)",left,3883278,"(13, 27)","(5, 24)",5.0
203,16-4-Omega-26-Aug-2019-1.csv,7.0,67.0,"(7, 27)",left,3910719,"(13, 27)","(6, 12)",16.0
204,16-4-Omega-26-Aug-2019-1.csv,106.0,25.0,"(7, 27)",left,3913269,"(10, 27)",,
205,16-1-Omega-26-Jul-2019-1.csv,7.0,-32.0,"(7, 27)",left,3913513,"(13, 27)","(7, 24)",3.0
206,16-4-Omega-27-Jun-2019-1.csv,8.0,109.0,"(7, 27)",left,3928888,"(13, 27)","(7, 11)",16.0
207,17-3-Omega-02-Jul-2019-1.csv,8.0,49.0,"(7, 27)",left,4028279,"(13, 27)","(5, 24)",5.0
208,17-5-Omega-02-Jun-2019-2.csv,7.0,51.0,"(7, 27)",left,4040337,"(13, 27)","(9, 9)",20.0
209,17-3-Omega-03-Jun-2019-1.csv,30.0,52.0,"(7, 27)",left,4048035,"(10, 27)",,
210,17-3-Omega-05-Jul-2019-1.csv,7.0,52.0,"(7, 27)",left,4093538,"(13, 27)","(7, 21)",6.0
211,17-7-Omega-05-Sep-2019-1.csv,7.0,-38.0,"(7, 27)",left,4109320,"(10, 27)",,
212,17-6-Omega-06-Aug-2019-1.csv,8.0,22.0,"(7, 27)",left,4120530,"(13, 27)",,
213,17-2-Omega-13-Aug-2019-1.csv,7.0,31.0,"(7, 27)",left,4164560,"(13, 27)","(6, 12)",16.0
214,17-3-Omega-13-Jun-2019-1.csv,9.0,33.0,"(7, 27)",left,4176526,"(13, 27)","(5, 9)",20.0
215,17-5-Omega-13-Jun-2019-1.csv,18.0,-49.0,"(7, 27)",left,4178855,"(10, 27)","(2, 28)",10.0
216,17-4-Omega-14-Aug-2019-1.csv,7.0,-42.0,"(7, 27)",left,4189073,"(10, 27)",,
217,17-3-Omega-16-Aug-2019-1.csv,13.0,5.0,"(7, 27)",left,4228584,"(10, 27)","(4, 24)",6.0
218,17-5-Omega-25-Jun-2019-1.csv,7.0,127.0,"(7, 27)",left,4387126,"(13, 27)","(7, 20)",7.0
219,17-5-Omega-27-Jun-2019-1.csv,8.0,6.0,"(7, 27)",left,4414983,"(13, 27)","(7, 22)",5.0
